overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
4.0,False,"08 16, 2011",A161ROLACFAEXH,B001YI0Z2U,T. Jones,"SEGA, why are you so wierd?

This is a game about a dark witch who uses her hair, HER HAIR, to summon demons from the dark abiss to vanquish (EVIL?) angels who seek to smite out the darkness completely and unbalance the entire world... I think... there's some other story that is worked in with the main character, Bayonetta, where she is in the future as a little girl, and there is an evil cult, and a town... and a thing... with the thing... doing something... and it... NEVERMIND. It does not matter.

What matters is that the game is fun. It has REALLY good action, REALLY good controls, and REALLY interesting level design. THis come from the same guy who made Devil May Cry, and it showes. The combat is nearly identical, the combos are almost word-for-word the same, and it is a good thing. Also, you are playing a long-legged woman wearing tight clothes that almost completely dissapear when she uses her boss-sized hair demons.

Stop drooling.

The game has EVIDENT sex appeal, the creators blatantly admitting that they tried to make the character more attractive to men. Hey, if it sells games, right?

Other than the sexism, the game is really good. I could see a woman playing this if she has a relaxed view on genders. If a girl can see this a a strong woman comfortable being sexual around guy characters then thumbs up for her. She can enjoy this game without being offended.

Buy this game if you can find it for a good price and you are not offended by blatant sex jokes and flirting animations. It has NO NUDITY, but it gets really close.",Spider-Legs,1313452800,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
4.0,False,"11 8, 2010",A17TV3XEAWVAZU,B003RS19N4,MarcP,"There is little to say about the keyboard... it's two octaves, the keys feel pretty nice, and it responds quite well. Overall it's well built and functions nicely with Rock Band 3.

The real problem with it is not in the hardware, but in the game itself. You'll find that the disc only has 63 songs with keys out of the 83, and at least 6 of those 63 tracks aren't really worth playing, unless you enjoy hitting 5 notes and then playing nothing for half the song. The songs that do have a reasonable amount of keys, however, are incredibly fun on both standard and pro, and certainly makes the purchase worthwhile. Additionally, downloadable songs will come with keyboard parts when there is one in the song, so you'll quickly be able to add to the small library of key songs.

The pro keyboard mode works very nicely, offering a nice extra challenge on top of the standard instruments for those who want it, and you may even learn a few things from doing it. My only complaint here being that, in practice mode, you can only slow down to 60%, which is still to fast to properly learn some of the more complex songs like Roundabout.

Overall, the keyboard is a really nice instrument and a nice addition to Rock Band.","The peripheral is good, it's use in the game has some flaws...",1289174400,17,{'Platform:': ' Xbox 360'},
4.0,False,"08 23, 2000",ARXU3FESTWMJJ,B00001NFUA,Mary Jo Sminkey,"For the price, this is definitely a game set worth considering. Both games  are quite good, although definitely the second is the one that makes this  buy worthwhile. The first game is definitely a bit ancient in terms of  graphics and gameplay.
But Gabriel Knight 2...wow, what a game. I played  it twice, something I never do with adventure games. But this one was SO  well written and conceived, and it was recognized by many folks as a Game  of the Year. It truly does immerse you in the story, and some of the final  movie sequences are superbly done. Great locations, great plot, definitely  a game you HAVE to play if you haven't already.","A little outdated, but still worth getting",966988800,,,
4.0,True,"03 10, 2016",A3GGFGWYXLN1T3,B00DEL3IIS,Gary A.,Great looting game. Awesome graphics,Four Stars,1457568000,,{'Format:': ' Video Game'},
4.0,True,"08 14, 2016",A1H76HP3D76GZQ,B00O50H7HK,The Critic,"It's just what the Dr. ordered, to get all these frigging games off the floor, end tables and wherever else they are hidden.
The best part is that it will accommodate all the current gen game boxes including PS4, Blue-Ray, Wii, Wii U and the rest.

The only downfall of the product is that it is made of the most flimsy plastic ever... Once it is constructed however, the games and the supports give it some rigidity.  You will not be using it as a seat, so, in that regard it's pretty great.

My only real complaint, is the price for what it is.  This thing should be $15 tops.",It's pretty good. Served our needs.,1471132800,6,,['https://images-na.ssl-images-amazon.com/images/I/71vFG5MfxfL._SY88.jpg']
4.0,True,"01 23, 2015",A2OHJ7SLRVB7GF,B00B1N07QM,Tracy M. Safran,"Comfortable and quick, this has really aided my gaming.  The mechanical keys are sturdy yet soft and provide good feedback.  The thumbstick and buttons are easy to manipulate and don't make me feel like I am doing thumb gymnastics.

The only problem I have found, which others have reported, is the lousy, lousy glue on the wrist pads.  I had to rip them off, scrub the goop off of them, then super glue them back on.  They still aren't quite right.","Good gamepad, with some messy maintenance required",1421971200,,,
4.0,True,"02 24, 2014",A3RL65MHEM9U59,B000CNESHQ,Ligia Ecchavarria,"Phantasia Phantasia Phantasia. The game that started it all for the Tales of RPG series. It's never been my favorite of the games in the series, but it's not my least favorite either. It's always fun to play this game and realize just how far the series have come since then. The story and soundtrack is great. The characters are very entertaining and endearing. 4 stars!",Tales of Phantasia,1393200000,,,
4.0,True,"12 6, 2015",A28RWJ08DPAKAI,B012B6X7MI,Garrett G. Graham,"I really like this keyboard. It has the perfect combination of pressure for typing and gaming. I am really having fun with the different lighting effect too. If I didn't know better I would guess the Corsair built this keyboard to withstand a nuclear winter. My only complaint and I mean only complaint is that I have not been able to determine if your can adjust the brightness of keys individually. You can certainly customize the colors until your sick of it, but you can't set all the keys to white at 33% brightness and your WASD keys to red and 100% brightness. I hope I am wrong and find a solution, but it isn't enough of an issue for me not to recommend this keyboard 100%!!!",Nearly perfect and I can't complain for the price!,1449360000,,{'Style:': ' RGB LED'},
4.0,True,"12 30, 2007",A3S2TINZSC1P98,B000P297F2,Lorry Nester,Good for older kids and adults. A lot of gross stuff and blood! Seems hard without 2 players. Also the characters are very whiny for being zombie killers!,Great for 2 players,1198972800,,{'Format:': ' Video Game'},
4.0,False,"03 19, 2014",AODG4NET5Q8QM,B00CYNTHA0,Adam J. Waters,"While the trailers made this game look really amazing...after playing it for a few days I feel a bit underwhelmed. Biggest problem is the quasi open world. It isn't very fun to be in. Its not the worse quasi open wold I've ever been in but It could have been so much more...this may be an issue as I'm a huge Assassin's Creed fan and was kind of hoping for a world more like that...Heavily populated...ability to go just about anywhere, easier to hide and more variety in goals. That isn't saying the game isn't worth playing (defnitely rent first). The graphics are very good. The lightning...the way water runs off the walls, everything is amazing on the Xbox One...I'm sure it will look good on any of the other systems as well. The controls work well...just wished there was more freedom in my movements. The story, while not original, is still interesting and is keeping me playing which is the point.",For Thief Fans Only,1395187200,,{'Format:': ' Video Game'},
4.0,False,"09 19, 2012",A3LK1D2X0SALC4,B00189MNKM,Entertainment Enthusiast,"As of this review 3 naruto storm games have been released . storm 1,2, and generations are the games so far. with storm 3 on its way i thought i might review the first 3 games . naruto ultimate ninja storm was a ps3 exclusive released in 2008 in usa and jpn in 2009. This is probably the best part 1 naruto game. with its simple yet in depth tactics  it perfectly complements narutos style. The 3 best things about this game are- 1. incredible hub world 2. in combat you can fight on walls 3. long ultimate jutsus and an extra jutsu for all characters. The roster is kinda small with under 30 characters and some missing like haku and zabuza. if you like the storm series and wanna play with the original characters unlike the generations redone characters than buy it.",2nd best ninja storm game,1348012800,,{'Format:': ' Video Game'},
4.0,True,"05 6, 2018",A13AETXA5HQDK2,B0009XBWY6,Devon,"Love having these all on a single disc, though some of the sounds are different, particularly for MMX, compared to the original SNES release. The built in game save feature is great to have instead of having to remember/write down save codes.

Also worth noting: If you are using component cables with your PS2, this disc switches between several resolutions depending on the game, so your TV will need to be able to support all of these lower resolutions between 240p and 480p, otherwise, you may hear the game running, but not see anything. Composite output does not have this problem, but is not as sharp.","Great compilation, but has its quirks.",1525564800,,,
4.0,True,"03 9, 2015",AHJGAQGIIDKT6,B006JSY3MI,Ryan Legge,"Just like other reviewers this is basically an extended TV show that you get to interact with. My only criticisms is that some of the tasks are slightly broken when you are learning new abilities with the controller, This makes these tasks take far longer than they should. But that is only a minor annoyance in a otherwise fun game, that will keep you laughing if you like the South Park Humor, if not I can see how this game would easily offended some, but I luckily fall into the first group. If you get this on sale it is easily worth the price.",Like being a part of a long episode.,1425859200,,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
4.0,True,"08 28, 2007",A22KKBJXEGZYA2,B000I10PY2,Boris Pelakh,"My son (age 10) raves about the DS - the graphics, the game play, etc. The only thing that keeps me from rating it 5 stars is the WEP-only WiFi access. I run my house routers on WPA-PSK, and there is no reason why Nintendo had to go with an antiquated security protocol. Take this into consideration if you intend to use the DS over your household wireless network.",My son loves it,1188259200,,,
4.0,False,"09 13, 2004",ATQTGPW4V9BG,B00028S9OY,Alphaweapon47,"I used to be a GIANT pokemon freak. Though im not anymore, I still play the games there very fun by all means. This new addition to the poke on games has an even wider appeal, because now you can trade wireless with the new GBA wireless adapter that you can only get by buying the new pokemon game.

This new game is a remake of the older red and blue additions. But with new and improved graphics, all the pokemon from the previous games and new added material and items never seen in the pokemon games to date. Overall this is a great game for anyone that likes pokemon or has a GBA it's great gaming in a little catriage.",STILL got to catchem  all.,1095033600,6,,
4.0,False,"02 20, 2014",A3TJJYF5Y5593Z,B00GGUT7E8,dancinhomer,"POSSIBLE SPOILER ALERT!!!!!

Anyone familiar with the Bioshock series should know what to expect graphically, and this game does not disappoint.  It is a *gorgeous* game.  Certain gameplay elements of the first two games remained, particularly the ""vending machine"" concept.  There is also a fair amount of handholding in this game, as you are given specific objectives and have a handy virtual arrow that will send you in the right direction whenever you need it to (although there are a couple of times that the arrow won't tell you to leave a situation when you have to in order to advance the story).

The ""hacking"" element of the first two games is notably missing.  When faced with an automated foe, previous versions allowed you to try and hack it, but your options in this game are to either use a ""vigor"" (a super-power) to temporarily possess it or simply get to shooting.  And, unlike its predecessors, this version doesn't have you face one particular foe (like a Big Daddy) every so often.

It's all very subjective as to how the game actually compares with the previous versions.  Personally, I preferred the underwater world of Rapture and felt the characters were better developed in the first two games, but that's simply a preference and many folks wouldn't agree.

My one grievance with the game is that I felt a bit suckered by the vigor situation.  In the vast majority of the game, vigors were a convenience, but I rarely encountered anything that couldn't be resolved with firearms.  So, I would spend my very-limited income upping my firepower.  SPOILER ALERT!!!!:::: And that served me fine until the big final battle, at which point vigors are (at least, to a player of my skill level) critical to keep the baddies from defeating the ""defend"" objective (in other words, you can keep yourself alive, but that will do you no good if you don't have the vigors to repel your enemies from that which you are defending), lest you lose a war of attrition.  And, to further twist the knife, you don't realize this until you are (without any warning from the game that I can recall) at a point of no return with no access to vending machines to correct this deficiency.  This creates a spike in difficulty that finally resulted in me simply reducing the difficulty level (painful to do at the end of a game) so I could at least see the ending.  And that soured the experience for me a bit.

As to the story, particularly the ending, opinions vary wildly, so I'll just call it ""ambitious.""  I hit the Internet to really understand what I had watched and liked it much better when I read explanations of what happened.  Then again, it would have been more fun at the time had it made sense as I was seeing it, but again... ""ambitious.""

So, is it an improvement?  It's hard to say.  Is it a game worth playing?  Certainly, if you like FPS.  The atmosphere alone is unique enough to warrant a playthrough, there is some variety in the weaponry and vigors (dang vigors!) and the character of Elizabeth is one of the best non-player characters I've ever seen.  So if your hopes aren't too high, you'll find something to enjoy here.","Good, but not great",1392854400,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
4.0,False,"11 10, 2017",A24IEVK959P4Z8,B01FWLGWHQ,BigL80,"GT Sport is a departure from other games in the franchise. Rather than jamming 1k cars into the disk (with 800 of them being generic, bare bones in detail), it goes for a tenth of that and delivers nothing but premium cars. So if you're the type of person that prefers quantity over quality, you will be severely underwhelmed with this game's roster of super model cars. Also, this new GT is primarily online-based. In fact, on the cover of the box is specifically says, ""internet required for most functionality."" So if the campaign is something you care most about with GT and you're a casual fan that doesn't care for the online component, save your money because this game is definitely not for you. If you don't care about either of the aforementioned ways this game differs from the rest in the series, you will enjoy this title. The gameplay is amazing and the graphics are gorgeous. Also, there's this new DR/SR ranking system that they implemented to discourage driving like an a*****e. Admittedly, at first I hated it (my initial thought being ""I don't wan't someone telling me how fast to drive or what cars I can't hit""). But after playing this game every day since it came out, I got over it. PD doesn't want people doing the most to screw others over, they want a clean driving experience for everyone. This isn't Mario Kart or Modnation Racers. I'm a D/C rank and I can truly say that it isn't bumper cars where I'm at. So if you're the type of person who likes to bump your way to victory, this game isn't for you (unless you're willing to be placed with other drivers like you, which I can't imagine would be fun). This game is definitely a good start and it will absolutely grow considering PD takes its time between launches, but unless you're a hardcore, competitive GT fan, GT Sport won't be for you. Also, if you plan on buying it, spend the extra $10 and get the LE. You get so much more content.

Other recent racing games I've purchased:
Forza 6
Forza Horizon 3",GT Sport is Not For The Casual GT Fan,1510272000,,"{'Edition:': ' Limited', 'Platform:': ' PlayStation 4'}",
4.0,True,"08 18, 2013",A1XOYXZG9VZZAE,B00004SVX9,demonsRendangered,"Zoda's revenge isn't the most popular game. It's the sequel to Startropics, another game that kinda flew under the radar back in the day. As a kid, these were some of my favorite games because they are similar to the Legend of Zelda. That doesn't mean to much anymore because the industry has multiplied indefinitely, but back then we took what we could get. I still have this game and while the story isn't up to par with the first one(not at all actually) it's still clever and has the quality that Nintendo has always delivered.",Fun Nintendo adventure,1376784000,,,
4.0,True,"01 26, 2015",A3S0Z1SPS84QFU,B00ENFVJJO,LUDWING GUERRA,god,Four Stars,1422230400,,,
4.0,False,"10 6, 2008",ARTERMU59Z3HW,B0012N2AB6,Jimbob Rebel,"I'll hold off on re-hashing everything that's in the vendor's product description. The tactical aspects of this game are rather shallow, but then I cut my teeth on Close Combat III and the tabletop wargames of the pre-windows era. Still, the battles are fun and there is room to give yourself an edge through contrivance or cleverness. The roleplaying aspect is, again, rather shallow from my perspective but I'm an old school D&D gamer. Both aspects might be described with kinder words than ""shallow"" and it's likely the gentle grade of the learning curve which is conducive to the pure addictive fun of the game. I would have to say that one of the more enjoyable aspects of the game is the colorfull dialogue and interraction with the NPC's encountered. The NPC's, their stories and dillemna's are all interresting and imaginitive. You'll have ""good fun"" beating the bushes for solutions.

Are there drawbacks to this game? Yes, quality troops aren't replenished from the supply pools often enough and in one area of the map you'll have a hard time finding magic using troops of any description although your foes will not. This certainly cuts down on your options and may limit you towards dependance upon the ""human wave"" tactics favored by U.S.Grant as well as North Korean and Chinese commanders.

Regarding technical issues, I had one game crash which has not repeated under similar conditions but there is one VERY SERIOUS FLAW which the developers ought to address yesterday if not sooner;

Just because you've saved a game doesn't mean it's going to be there when you want to load it. My wife and I have both played the game and have been blaming one another for zapping saved games, well, turns out we were both innocent because every autosave just overwrites a previously saved game. This may work if you are the only player and you're only playing one campaign, but multiple players and campaigns will only lead to frustration. The developers NEED to get out a patch NOW even if it's only to address this one problem because it's a killer.",Addictive adventure;,1223251200,9,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
4.0,True,"11 23, 2015",A34ADX5WDA84AP,B00W435BU0,Brad,First Madden I have bought in a while and its pretty good.,... Madden I have bought in a while and its pretty good.,1448236800,,{'Format:': ' Video Game'},
4.0,True,"12 8, 2014",A34Z3MC40KMRPX,B000S0C2UI,Tom Smith,"works great, used it for about 1 month and then sold the ps3...",Four Stars,1417996800,,,
4.0,False,"05 8, 2002",A2G0G90RAC5MJZ,B00005U8TR,Amazon Customer,"This game is great except for this one problem. Took me maximum 25 minutes to beat the game.
P.S The goblin looks better in the game than he does in the movie.",o.k,1020816000,,,
4.0,True,"03 18, 2015",A20TQZBBJ7JQI8,B0050SYFM6,Dontez Oatis,I like it,Four Stars,1426636800,,{'Format:': ' Video Game'},
4.0,True,"08 1, 2016",A36V1Y0DWLP3VL,B0053BCP40,Dr. R. Vivar,Very Good,Four Stars,1470009600,,{'Format:': ' Video Game'},
4.0,False,"07 30, 2016",AYQPFHN4F0HD1,B0002XL3BA,Media Meowster,"An engaging plot with some really fun and dynamic gameplay, not as great as the first time I played it but still enjoyable nonetheless.",An engaging plot with some really fun and dynamic gameplay,1469836800,,{'Format:': ' Video Game'},
4.0,False,"11 30, 2003",A3EAU736LWTDCE,B00008G7E6,sinisterfiend666,"This game was so poorly rushed out they didn't even include the game fighting online, they also left out the various modes of game play for online too: like hot potato, team timer mode, time bombs. They did however leave the momentum aspect in the game, which makes your opponent drill you into the ground, with no possibility of recovering, because you cannot challenge them to a fight to gain it back like you can in offline play. Offline and online are 2 different animals. The also recently developed a code which enables people who really stink at this game to cheat online and become phenomenal players, the code enables them to catch almost every ball you throw at them.
  Besides all this, the developers refuse to make promised downloadable content for the game, plus fix the already existing glitches on the game, the live score boards are hosed, you can't even read them because the Microsoft servers garbage'ed up the characters, if you do get online though, you will have a long game waiting to get into a match, because people quit playing it. The hypnotix website used to host tournaments, and promise prizes, and never did that either.
  To add the cherry to the cake, their web site host, and game developer supports censorship (even though they developed an adult oriented game) If you even attempted to go to their website and speak your mind, or not be apart of their clich, he will ban you from the site, yet he says he wants people opinions, more like he wants to hide peoples real opinions, if you want the real opinions about hypnotix and their products, browse the interent, because if you go to their website, all you will find is lies posted under fake names the developer has made for himself","developers don't give a crap about their fans, only $$$$$$$",1070150400,,,
4.0,False,"12 15, 2013",A3HDIURH493NLZ,B0050SZE2G,K. Rutkowski,"Best part of the game is it has a huge land mass to explore and it has a free roaming part of the game with the beautiful graphics. The free roaming part you could almost compare to maybe Skyrim with guns or maybe a GTA game. Liberating the island from pirate bases is great as you can go about it in different ways with different weapons.
The random events that seem to occur is also entertaining as well, AI seems fairly good.

The on rails story mission however they could just leave out of the game and make me happy, but you are forced to do it to progress. It is typical of game of this type, forcing you from one event to another yada yada, I really do not like these story events at all in this game or any other that do this.

Warning, this game contains lots of swearing and heathenism. The vulgar nature of the game itself is typical of much of the tripe coming from the socialist pagan immoral entertainment industry now days. Even the loading screen rapidly flashes words on the screen as if to brainwash you or something, very creepy.","The free roaming part of the game is fun, but the on rails story missions are annoying, too much vulgarity.",1387065600,,{'Format:': ' Software Download'},
4.0,True,"05 23, 2015",A3MWVER3ZXH4I3,B00DD0B0BM,Jonathan L.,"This is a great game for when friends come over. As fun as it is, it isn't very good when played alone.",Outstanding local multiplayer game,1432339200,,{'Format:': ' Video Game'},
4.0,True,"06 11, 2015",A11NKV7WI5DAYS,B00K2O4O6U,WindyPSZ,This game has Hi quality Graphics. A decent storyline and an open world gameplay where you do quests and contribute to building a new town. My only complaint is the game doesn't have the cool stereoscopic 3D that the 3DS is capable of. Over all its a good game. I rate it a 4 but a lot of people would give it a 5. My reason is no 3D not that big of deal really. I still recommend this title with its open world type of play its a great deal of fun,A good game with no 3d effects,1433980800,,"{'Edition:': ' Day 1', 'Platform:': ' Nintendo 3DS'}",
4.0,False,"05 2, 2006",A1MMT81GKL43LV,B000B6ML0U,Aaron Creagh,"I'll try to keep this short as possible. As you may know, this is the prequel to the game, Perfect Dark that was on the Nintendo 64..which at the time was seen as the sequel to the blockbuster hit GoldenEye 007. Perfect Dark Zero keeps a lot of what made the first game as fun as it was, so if you are a retuning fan you should get some enjoyment out of it, as I did.

The graphic style is pretty slick. It's more of a stylized animation style rather than a more realistic one, but there are hint here and there that we indeed have seen some of what we can expect from other next generation games such as bricks on buildings actually having depth. One thing about the graphics is that the lighting makes a lot of things look shiny or like they are wet...even things such as wood..which is a little odd.

The story line is pretty weak. No need on really paying too much attention to it..just follow the objectives and try not to get annoyed by the bad voice acting...espectially by Chandra..who helps you remotely throughout the game. The game play is pretty solid, though there is somewhat of a learning curve to how weapons function.

There is one thing about this title that bothers me a lot. The fact that the game is pretty glitchy. You will experience unexplained freezes..which seems to happen more when going from one game mode to another. Another glitch I've noticed happens in the game itself. Starting at the end of level two, sometimes when you kill an enemy, their bodies will float and flop around for absolutely no reason. That in my mind is unacceptable especially for the pricetag.

So is this a killer app? No. It's a decent game. A fun one, especially when playing again friends...but there are better games of the same or similar genre, such as Call of Duty, Quake 4..but if I were you, i'd give this a try.",it's decent,1146528000,2,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
4.0,True,"12 2, 2014",A2IOX3BE4OZDEE,B0009WPZPY,ROMULO,very good,Four Stars,1417478400,,{'Format:': ' Video Game'},
4.0,True,"02 5, 2016",A3TWK3IB4J8QY5,B003ZSN600,Osullivan Garcia,"Excellent product, the only problem is that order two and I came two separate, it is best to send the two products in one package as these were bound for another country and customs canceled two products instead of one.

Recommendation: keep track with the release of the products.","Excellent product, the only problem is that order two ...",1454630400,,{'Size:': ' 8.10in. x 6.70in. x 2.60in.'},
4.0,False,"06 5, 2009",AH8G4CRM6FTU3,B0018092BE,marc,"i Liked Bulletproof for xbox...this game is kind of Exactly the same. the shooting is Arcade (think The Club/Gears of War) but its just FUN to shoot through the levels with a partner Online in CO-OP mode...which does add to the games Replay and Overall Value. the music fits the action perfectly. if your a Fan of 50 cents music, youll love it. i think the MUSIC tied into the experience of the game is what makes it slightly better than Some arcade shooting games out there. one thing i DIDNT like about the game is the hand to hand fighting sequences...which are Very Slow...this is VERY noticeable when playing CO-OP and watching your partner engage in the Slowest fist fight youv ever seen take place in your life. but like i said, thats the Only issue i found with it. overall, this is a Fun, Casual shooting game you can just pick up and play. if your into Rap Music and Arcade Shooting Games, you should definitely Try this game out. IMO, its up there with Gears of War, Call Of Duty and the like...and slightly more Fun than those titles as well.

iLL .",Good Game...,1244160000,2,{'Platform:': ' Xbox 360'},
4.0,True,"08 19, 2015",A14IRSSGUWBESU,B00KTNSKZU,Cliff B.,ok to good songs on it,decent dancing game bought it for my fiance,1439942400,,{'Format:': ' Video Game'},
4.0,False,"03 4, 2008",A2I1WVEU0JK64E,B000VSEF52,K. Philbert,"Freetime allows your sims to have hobbies such as Tinkering, Science, Nature, Arts & Carfts, Film & Theatre, Nature, Sports, Gaming, Cuisine.  Once your sim reaches the half way point of mastering these hobbies it opens up a secret lot where your sim  can perfect these hobbies.  If your sims is into to cuisine a secret lot will open up that allows them to enter a food contest. Also your sims can earn membership into a hobby club once they reach this half point in there hobby skill level. Once they master a hobby then your sims will be in the zone.  When your sim is in the zone they glow and their motive meter decreases alot slower which allows them to participate in this hobby a lot longer.

Freetime also offers new interactions like birdwatching, bug hunting, sing nursery rhymes (which sounds funny), watching movies, blogging about your hobby on the computer, browsing the web about your hobby, reading about your hobby in the newspaper, etc.  It also adds a new study skill called parenting which allows your sims once they have earned this skill pick up on your sim's baby needs lowest motives and try to fulfill it. Which takes the guess work of trying to do everything for a screaming baby when you can't see their needs meter.

Freetime also offers new furniture such as a new microwave, stove, toaster, dishwasher, trash compacter, etc. that are different colors.  Other furniture options include new baby furniture. The is what I love because the new baby furniture is a lot nicer and elegant. Other furniture include sports or hobby related items such as basketball court, soccer, ballet barre, sports rugs, picture frames, desk supplies, painting supplies, pottery making machine, sewing machine, restorable car,etc. Some new lots which include Nerissa's clothing store, Freetime Recreation Center, and two other homes.

Sims can now have a secondary aspiration as well.  They can also earn aspiration benefits which will allow them the benefit of for example to beg for there job back if they were fired or have there hunger & energy meter decay slower.  Overall I feel like the sims 2 life is so complete right now. I could not imagine another expansion pack being added on to the ones I already have because there is sooo much to do as it is.  Between walking the dog, having hobbies, working, and having a family there is much to keep up with. Some people reading this review might think their sims have no time for Freetime but this is not really the case. Your sims can earn skill point and hobby point at the same time. For example, studying cooking can earn your sims skill point and hobby point. This was a great idea and is definitely a great expansion pack to have.",Freetime is great!,1204588800,11,{'Edition:': ' Expansion Pack only'},
4.0,False,"07 29, 2001",A3KMWTSTFA66HT,B00004C8SI,Michael v.,"It's fun and challenging,  though you do not exert a lot of direct controll over your subjects but I think it's great building your castle and town (inviting heroes, guardsman and peasants to come live in your cities) then watch new subjects being drawn to it and see them save the day and the kingdom.",Lovely fantasy game.,996364800,2,,
4.0,True,"07 24, 2016",A1EB4P1ZUNT8B4,B00IVJ1M7M,Faelyn,Been buying games for my 3DS and found some that saved to cartridge that could not be deleted and thus I looked at alternative options to wipe them. So I ended up finding a different version of this but could not find one easily available and ended up buying one of these. It worked great to allow me to start fresh on BlazBlue: Continuum Shift which was the primary reason I bought it and looks to be very useful for pokemon games if I decided to start collecting those as well. My only dislike is it did not seem to have an offline mode that I could get to work.,Perfect for my needs.,1469318400,,,
4.0,True,"04 10, 2015",A1Q775U9S11TUN,B014SIVGAW,galazy,works well be careful not to order the case and check for the right one for your system they are not cheap so check and recheck.,xbox hard drive,1428624000,,,
4.0,False,"12 17, 2007",A393IHHU219MZT,B000MKA60W,JCD,"A true joy to play. A completely original premise and storyline. Excellent presentation with top notch graphics, music, and customizable gameplay options. The plasmids really make this title special and distance it from other modern FPS. As long as you realize the fun and wonder only last as long as the initial play through, you'll be fine. A work of art and a game all fans of FPS should play.",Most Original title in years,1197849600,,{'Format:': ' Video Game'},
4.0,True,"09 21, 2013",A2OJHQL3T4SCM0,B001CMJAP6,Kidd,Another product I'm sure I reviewed but hey why not. No bugs or freezing yet. I'm still on disc one and its working like it should. Not sure what disc two has in store for me but I hope it works as well as disc 1. I'm still glad I bought this. I was seriously in the mood for an RPG.,So far so good,1379721600,,{'Platform:': ' Xbox 360'},
4.0,True,"11 14, 2014",A19EOYPUUY0R5F,B00C710AQO,angel diaz,very good game,Four Stars,1415923200,,{'Format:': ' Video Game'},
4.0,True,"11 2, 2014",A116I2FQ1YR9RI,B0042GW7BI,Daniel S. Ciurro,"I loved the Ace Combat series and had great hopes for this game. I found that I better understand what other reviewers had commented on. I will phrase it in a slightly different way. This is more of a game to watch rather than to play. It's kind of like the newest Pearl Harbor movie; it""s either a love story or a war movie, it can't be both. This game is a VERY good looking game, but actually playing it kind of gets in the way of watching it. Too much was changed to keep my interest in the Ace Combat format. But still, it is was it is.","A very pretty game to watch, but to play...",1414886400,,{'Platform:': ' PlayStation 3'},
4.0,True,"05 19, 2009",A3AIYUI425RTFG,B00004SQPD,Brandon H,I had sold my PS2 a few years back to afford to buy the PS3. I decided that I wanted to put a PS2 in my car so I purchased this one. It works perfect and looks great on my car's tv screen.,Very Quality Console!,1242691200,,,
